"GEOID","state","income","income.moe","age","age.moe"
"36009","New York",42601,1264,41.4,0.3
"36011","New York",52082,1304,42.5,0.3
"36013","New York",42993,986,41.7,0.3
"36015","New York",50320,1785,40.9,0.4
"36017","New York",45668,1824,43.8,0.4
"36019","New York",49930,1894,39.4,0.3
"36021","New York",59105,2511,46.6,0.2
"36023","New York",49514,1892,36.1,0.4
"36025","New York",43720,2374,46.4,0.3
"36027","New York",71904,1193,41.2,0.3
"36029","New York",51247,514,40.4,0.2
"36031","New York",52758,2159,45.9,0.3
"36033","New York",47923,1935,39.8,0.5
"36035","New York",46969,2248,42.8,0.4
"36037","New York",50880,1652,42.7,0.3
"36039","New York",50278,2034,45.2,0.2
"36041","New York",48243,3403,51.9,0.8
"36043","New York",46229,1711,42.9,0.3
"36045","New York",49505,1562,31.8,0.2
"36047","New York",48201,419,34.4,0.1
"36049","New York",49819,2167,41.4,0.5
"36051","New York",51734,1412,40.1,0.4
"36053","New York",54145,1926,40.8,0.5
"36055","New York",52553,737,38.5,0.2
"36057","New York",43764,1943,41,0.4
"36059","New York",99465,1000,41.3,0.2
"36061","New York",72871,1113,36.6,0.2
"36063","New York",49449,1255,42.6,0.2
"36065","New York",48246,1180,41.2,0.2
"36067","New York",55092,657,38.8,0.2
"36069","New York",57416,1353,43.1,0.2
"36071","New York",70848,1355,36.8,0.2
"36073","New York",46359,1765,42.2,0.4
"36075","New York",47860,1299,39.2,0.3
"36077","New York",48588,2049,41.6,0.3
"36079","New York",96148,2627,42.8,0.3
"36081","New York",57720,552,37.7,0.1
"36083","New York",60709,1505,39.8,0.4
"36085","New York",73197,1178,39.3,0.2
"36087","New York",84855,1667,36.3,0.2
"36089","New York",44705,1540,37.8,0.3
"36091","New York",71496,1058,41.8,0.2
"36093","New York",58114,1661,39.9,0.3
"36095","New York",51195,2516,43.3,0.3
"36097","New York",47680,3189,45.5,0.4
"36099","New York",49292,1571,42.3,0.5
"36101","New York",47280,1199,42,0.3
"36103","New York",88663,826,40.6,0.1
"36105","New York",50710,1669,42.2,0.3
"36107","New York",57514,2680,43.6,0.4
"36109","New York",52624,2016,30.2,0.1
"36111","New York",58918,1428,43.1,0.2
"36113","New York",56798,2402,45.2,0.2
"36115","New York",51143,1842,42.9,0.3
"36117","New York",50798,1284,43.1,0.3
"36119","New York",83958,1045,40.3,0.2
"36121","New York",52564,2082,41.1,0.3
"36123","New York",49510,2414,41.5,0.7
"37001","North Carolina",41814,1165,39.2,0.3
"37003","North Carolina",39365,2873,42.1,0.5
"37005","North Carolina",36968,3199,47.2,1.8
"37007","North Carolina",33228,2590,39.7,0.5
"37009","North Carolina",36267,1102,46.6,0.4
"37011","North Carolina",37777,2921,43.7,0.5
"37013","North Carolina",40391,1538,44.9,0.4
"37015","North Carolina",30027,1903,44.8,0.6
"37017","North Carolina",30096,2158,42.6,0.4
"37019","North Carolina",46859,1715,50,0.1
"37021","North Carolina",45167,1056,41.1,0.3
"37023","North Carolina",39360,1483,42.9,0.3
"37025","North Carolina",54720,1592,37.4,0.3
"37027","North Carolina",35763,1123,42.8,0.4
"37029","North Carolina",58780,6671,41.1,1.1
"37031","North Carolina",48457,1644,46.4,0.2
"37033","North Carolina",37869,2560,44.9,0.3
"37035","North Carolina",44376,1522,40.8,0.3
"37037","North Carolina",56642,1979,46.3,0.3
"37039","North Carolina",34662,2096,50,0.3
"37041","North Carolina",38759,5518,44.5,1.9
"37043","North Carolina",37076,7525,50.5,0.5
"37045","North Carolina",39453,1628,41.4,0.4
"37047","North Carolina",34949,1720,41.5,0.4
"37049","North Carolina",47985,1451,35.9,0.3
"37051","North Carolina",44171,855,31.1,0.2
"37053","North Carolina",60600,4375,42.6,0.7
"37055","North Carolina",54496,2385,45,0.4
"37057","North Carolina",43363,1435,41.5,0.3
"37059","North Carolina",51527,3109,43.8,0.5
"37061","North Carolina",35035,1752,38.8,0.5
"37063","North Carolina",52503,1146,34.4,0.2
"37065","North Carolina",32659,1473,39.9,0.5
"37067","North Carolina",45471,1126,37.7,0.2
"37069","North Carolina",42685,2699,40.2,0.6
"37071","North Carolina",42429,835,39.8,0.3
"37073","North Carolina",49258,3566,43.2,1.2
"37075","North Carolina",34805,4046,44.6,0.6
"37077","North Carolina",50225,1785,41.4,0.4
"37079","North Carolina",35777,2404,39,0.8
"37081","North Carolina",45651,746,36.9,0.2
"37083","North Carolina",32245,1409,42.1,0.4
"37085","North Carolina",46353,1858,33.6,0.2
"37087","North Carolina",42257,2471,46.8,0.3
"37089","North Carolina",46448,1969,46.3,0.4
"37091","North Carolina",33008,2616,41.7,1
"37093","North Carolina",41542,2174,31.4,0.2
"37095","North Carolina",42897,6334,43,3.8
"37097","North Carolina",52306,1352,39.9,0.3
"37099","North Carolina",38015,2394,36.8,0.6
"37101","North Carolina",50512,1625,37.4,0.2
"37103","North Carolina",34005,4347,45.2,0.3
"37105","North Carolina",45608,2018,37.5,0.4
"37107","North Carolina",34717,1371,42.1,0.5
"37109","North Carolina",49215,2020,42,0.4
"37111","North Carolina",35965,2343,43.1,0.5
"37113","North Carolina",39133,1826,49,0.5
"37115","North Carolina",37904,3017,44,0.4
"37117","North Carolina",35080,2329,46,0.5
"37119","North Carolina",56854,639,34.5,0.1
"37121","North Carolina",37391,3392,46.7,0.6
"37123","North Carolina",32500,2020,41.1,0.8
"37125","North Carolina",50998,1230,45.1,0.2
"37127","North Carolina",42713,1878,41,0.4
"37129","North Carolina",50088,1305,37.8,0.3
"37131","North Carolina",30429,1834,47.1,0.5
"37133","North Carolina",46335,1705,26.1,0.2
"37135","North Carolina",59290,2621,33.3,0.2
"37137","North Carolina",43444,2113,49.8,0.4
"37139","North Carolina",45378,2311,37.4,0.7
"37141","North Carolina",44828,3773,42.1,0.4
"37143","North Carolina",44329,5605,47.8,0.9
"37145","North Carolina",42105,1790,42.4,0.4
"37147","North Carolina",41119,1089,31.5,0.2
"37149","North Carolina",46528,2697,50.9,0.5
"37151","North Carolina",41947,1067,40.5,0.3
"37153","North Carolina",32687,1591,39.9,0.7
"37155","North Carolina",30608,913,35.2,0.1
"37157","North Carolina",38126,1466,43.6,0.3
"37159","North Carolina",43069,1264,40.3,0.3
"37161","North Carolina",35630,1634,43.3,0.3
"37163","North Carolina",35490,2096,39.2,0.5
"37165","North Carolina",30958,1678,39.1,0.5
"37167","North Carolina",40910,1655,41.8,0.4
"37169","North Carolina",40696,1879,44.7,0.3
"37171","North Carolina",36164,1126,42.7,0.3
"37173","North Carolina",33931,3847,40.7,0.6
"37175","North Carolina",45114,3814,50.1,0.3
"37177","North Carolina",32361,3395,44.4,3.6
"37179","North Carolina",65903,1399,37.2,0.2
"37181","North Carolina",33316,1974,40,0.7
"37183","North Carolina",67309,866,35.3,0.1
"37185","North Carolina",34254,2642,46.1,0.4
"37187","North Carolina",34538,3933,45.1,0.4
"37189","North Carolina",37656,1864,29.5,0.3
"37191","North Carolina",40390,1311,36.7,0.3
"37193","North Carolina",33232,1812,43.7,0.3
"37195","North Carolina",39847,1255,39.9,0.5
"37197","North Carolina",37796,2335,42.9,0.4
"37199","North Carolina",37484,3283,46.2,0.5
"38001","North Dakota",52118,6779,47.6,3.9
"38003","North Dakota",53141,3395,42.8,0.9
"38005","North Dakota",41296,1869,31,0.3
"38007","North Dakota",70469,18110,45,6.8
"38009","North Dakota",56349,3615,46,0.5
"38011","North Dakota",66845,7320,43.6,0.7
"38013","North Dakota",60096,12783,36.5,4.5
"38015","North Dakota",65254,1780,36.8,0.4
"38017","North Dakota",53289,1923,31.9,0.2
"38019","North Dakota",66806,7449,50.8,0.7
"38021","North Dakota",53750,3496,43.2,0.9
"38023","North Dakota",56042,7926,51.7,1.5
"38025","North Dakota",69732,9653,41.7,2.8
"38027","North Dakota",48583,4066,48.3,2.5
"38029","North Dakota",44051,1892,51.2,1.6
"38031","North Dakota",55769,6819,46.9,0.8
"38033","North Dakota",40179,18784,41,2.9
"38035","North Dakota",48676,2188,29.4,0.2
"38037","North Dakota",44559,5082,53.6,1.5
"38039","North Dakota",48355,7311,51.8,3
"38041","North Dakota",52169,3233,48.4,2.3
"38043","North Dakota",54559,4474,47,2.1
"38045","North Dakota",54821,3174,48.5,1.1
"38047","North Dakota",51458,5161,51.8,1.4
"38049","North Dakota",57386,5570,43.3,0.7
"38051","North Dakota",42277,6730,53.4,1
"38053","North Dakota",72794,10937,32.2,0.4
"38055","North Dakota",55686,1590,47.1,0.4
"38057","North Dakota",72704,4258,45.6,1
"38059","North Dakota",62418,3157,38.9,1.1
"38061","North Dakota",68188,5505,34.8,0.3
"38063","North Dakota",51085,2760,52.8,0.7
"38065","North Dakota",60278,11592,48.5,2.6
"38067","North Dakota",53504,4371,47.2,0.6
"38069","North Dakota",42563,5653,46.9,1.7
"38071","North Dakota",50841,4948,42.5,0.9
"38073","North Dakota",56500,3836,44.5,0.9
"38075","North Dakota",65125,7153,39.9,2.2
"38077","North Dakota",55390,3981,38.9,0.9
"38079","North Dakota",33277,3563,30.3,0.2
"38081","North Dakota",57125,2479,45.3,0.4
"38083","North Dakota",48102,3348,52,1.9
"38085","North Dakota",38068,4250,27,0.6
"38087","North Dakota",55000,9245,50.4,4
"38089","North Dakota",72099,2915,35,0.3
"38091","North Dakota",55833,5179,50.2,2.9
"38093","North Dakota",52359,2422,40.6,0.6
"38095","North Dakota",56625,8213,48.5,3.5
"38097","North Dakota",54960,3096,41.4,0.5
"38099","North Dakota",49411,2226,45.4,0.3
"38101","North Dakota",61393,1688,31.1,0.3
"38103","North Dakota",48098,4988,51,0.8
"38105","North Dakota",88013,5058,32.6,0.5
"39001","Ohio",35560,2552,41,0.6
"39003","Ohio",44103,1461,38.1,0.4
"39005","Ohio",48003,1682,39.9,0.5
"39007","Ohio",40544,1438,41.8,0.3
"39009","Ohio",33872,1277,28,0.3
"39011","Ohio",54274,2595,41,0.4
"39013","Ohio",43833,1491,43.9,0.3
"39015","Ohio",45568,2573,40.8,0.4
"39017","Ohio",57540,1221,36.4,0.2
"39019","Ohio",47075,2436,44.5,0.4
"39021","Ohio",50974,2386,41.2,0.5
"39023","Ohio",43625,1128,41,0.3
"39025","Ohio",60805,1180,39.5,0.3
"39027","Ohio",46787,1741,39.3,0.6
"39029","Ohio",44497,1487,43.2,0.2
"39031","Ohio",41701,1707,41.5,0.5
"39033","Ohio",40795,1178,42.6,0.3
"39035","Ohio",44190,438,40.4,0.1
"39037","Ohio",44632,1992,41.8,0.4
"39039","Ohio",50663,1705,39.7,0.5
"39041","Ohio",91955,1912,37.8,0.2
"39043","Ohio",48011,1442,44,0.3
"39045","Ohio",60567,1568,39,0.3
"39047","Ohio",40503,2039,41.1,0.4
"39049","Ohio",52341,432,33.8,0.2
"39051","Ohio",55120,1999,39.8,0.4
"39053","Ohio",37319,2432,41,0.8
"39055","Ohio",72430,1872,44.2,0.2
"39057","Ohio",60113,1836,37.7,0.3
"39059","Ohio",40930,1885,42.2,0.4
"39061","Ohio",49013,655,37,0.2
"39063","Ohio",50895,1503,39.2,0.4
"39065","Ohio",42703,2098,35.4,0.3
"39067","Ohio",43173,1874,45.9,0.5
"39069","Ohio",53835,1614,41.2,0.4
"39071","Ohio",39858,2007,40.1,0.4
"39073","Ohio",42170,2367,42.6,0.4
"39075","Ohio",51996,2657,30.4,0.3
"39077","Ohio",48745,1624,38.8,0.4
"39079","Ohio",39460,2782,39.5,0.7
"39081","Ohio",41942,1105,44.3,0.3
"39083","Ohio",48533,2141,38.7,0.5
"39085","Ohio",58029,1380,43.2,0.2
"39087","Ohio",42874,2372,41.2,0.4
"39089","Ohio",56549,1414,39.7,0.4
"39091","Ohio",49783,1579,40.7,0.6
"39093","Ohio",52457,1003,41,0.2
"39095","Ohio",41777,636,37.7,0.2
"39097","Ohio",57406,2610,40.2,0.5
"39099","Ohio",41375,729,43.3,0.1
"39101","Ohio",42966,2226,40.4,0.4
"39103","Ohio",66952,1345,41.4,0.3
"39105","Ohio",37813,2108,42.3,0.5
"39107","Ohio",53099,2186,40.1,0.5
"39109","Ohio",51569,1257,41.4,0.3
"39111","Ohio",41528,1559,45.6,0.3
"39113","Ohio",43829,680,39.4,0.2
"39115","Ohio",37067,2701,43.9,0.6
"39117","Ohio",51993,3131,41.2,0.4
"39119","Ohio",41130,1241,40.3,0.4
"39121","Ohio",41708,3544,50.2,0.1
"39123","Ohio",53914,2059,47.3,0.4
"39125","Ohio",45550,2002,41,0.5
"39127","Ohio",42017,1589,40,0.7
"39129","Ohio",57439,3004,39.1,0.4
"39131","Ohio",40283,3651,40.8,0.7
"39133","Ohio",52552,1217,37.6,0.3
"39135","Ohio",47818,1934,41.9,0.4
"39137","Ohio",60524,1616,39.7,0.7
"39139","Ohio",41877,854,41.3,0.3
"39141","Ohio",43345,2054,40.6,0.4
"39143","Ohio",47209,1240,41.3,0.4
"39145","Ohio",35903,1592,39.5,0.3
"39147","Ohio",45444,1614,39,0.4
"39149","Ohio",54550,3033,38.9,0.5
"39151","Ohio",47137,723,41.8,0.2
"39153","Ohio",50765,662,40.7,0.1
"39155","Ohio",43073,791,43.6,0.2
"39157","Ohio",45310,1405,41,0.4
"39159","Ohio",67382,3736,38.1,0.4
"39161","Ohio",48060,2909,41.5,0.4
"39163","Ohio",40680,2349,41,0.8
"39165","Ohio",74379,1721,38.7,0.3
"39167","Ohio",43509,2272,43.6,0.3
"39169","Ohio",50383,1075,38.8,0.3
"39171","Ohio",42492,1988,41.6,0.4
"39173","Ohio",53577,1562,34.8,0.2
"39175","Ohio",47555,2512,42,0.7
"40001","Oklahoma",33404,1912,37,0.5
"40003","Oklahoma",50156,2864,44.7,0.6
"40005","Oklahoma",36661,2617,40.7,0.5
"40007","Oklahoma",52090,3703,41.5,0.9
"40009","Oklahoma",48601,3997,34.7,0.5
"40011","Oklahoma",41972,3697,41.1,0.9
"40013","Oklahoma",38847,1541,37.1,0.5
"40015","Oklahoma",40674,1790,37,0.5
"40017","Oklahoma",64505,1511,35.7,0.2
"40019","Oklahoma",44531,2099,38.6,0.3
"40021","Oklahoma",38694,2794,34.8,0.3
"40023","Oklahoma",30617,1609,41.8,0.5
"40025","Oklahoma",46680,5886,44.6,0.8
"40027","Oklahoma",56452,1109,33.2,0.2
"40029","Oklahoma",38243,5554,42.3,0.5
"40031","Oklahoma",46241,1276,31.8,0.2
"40033","Oklahoma",46361,6287,41.5,1.5
"40035","Oklahoma",38876,2457,42.3,0.9
"40037","Oklahoma",45016,1991,40.6,0.3
"40039","Oklahoma",46125,2850,30.7,0.3
"40041","Oklahoma",37942,1547,45.8,0.2
"40043","Oklahoma",50904,2718,41.5,1.1
"40045","Oklahoma",50855,4088,44.3,0.8
"40047","Oklahoma",48238,2296,36.2,0.4
"40049","Oklahoma",40524,1306,39.5,0.3
"40051","Oklahoma",52279,1873,38.5,0.5
"40053","Oklahoma",50250,2899,44.2,1
"40055","Oklahoma",40125,4244,41.3,1.6
"40057","Oklahoma",31250,4376,41.1,1.2
"40059","Oklahoma",48359,3286,39,1.9
"40061","Oklahoma",35252,2314,40,0.4
"40063","Oklahoma",35563,2072,40.2,0.4
"40065","Oklahoma",41560,2135,34.1,0.4
"40067","Oklahoma",33449,2356,42.4,0.7
"40069","Oklahoma",38776,3469,40.6,0.5
"40071","Oklahoma",42134,1434,38.8,0.4
"40073","Oklahoma",60034,3603,38.6,1.5
"40075","Oklahoma",39909,2008,43,0.8
"40077","Oklahoma",39205,2991,39.3,1.2
"40079","Oklahoma",36490,1002,39.7,0.3
"40081","Oklahoma",45149,1614,40.7,0.3
"40083","Oklahoma",55299,2911,38.5,0.7
"40085","Oklahoma",44549,3027,39.1,1.2
"40087","Oklahoma",56088,4279,38.3,0.5
"40089","Oklahoma",32324,1166,39.1,0.6
"40091","Oklahoma",36011,2435,47.4,0.4
"40093","Oklahoma",51571,2398,41.6,0.5
"40095","Oklahoma",40475,2164,43.1,0.6
"40097","Oklahoma",42071,1560,39.3,0.5
"40099","Oklahoma",47077,3381,41.3,1.1
"40101","Oklahoma",39984,1419,37.8,0.4
"40103","Oklahoma",48285,3830,40.7,0.9
"40105","Oklahoma",39875,2411,41.4,0.8
"40107","Oklahoma",36216,2902,39.6,0.6
"40109","Oklahoma",47437,488,34.2,0.1
"40111","Oklahoma",38843,1488,39.2,0.4
"40113","Oklahoma",45443,1901,41.9,0.4
"40115","Oklahoma",36347,985,38.5,0.2
"40117","Oklahoma",45765,1569,41.4,0.4
"40119","Oklahoma",37667,1606,27.2,0.3
"40121","Oklahoma",42576,1748,40.7,0.4
"40123","Oklahoma",43261,1340,35.3,0.3
"40125","Oklahoma",44688,804,37.6,0.3
"40127","Oklahoma",32445,1801,44.8,0.3
"40129","Oklahoma",50739,4298,40.6,1
"40131","Oklahoma",58139,1516,38.8,0.3
"40133","Oklahoma",36068,1482,39.7,0.5
"40135","Oklahoma",35736,1672,39.9,0.4
"40137","Oklahoma",43781,2067,40.1,0.3
"40139","Oklahoma",50242,4649,31.5,0.7
"40141","Oklahoma",37759,4087,40.5,0.5
"40143","Oklahoma",49759,587,35.3,0.2
"40145","Oklahoma",55715,1400,38.4,0.2
"40147","Oklahoma",50023,2351,40.5,0.4
"40149","Oklahoma",49632,3464,38.8,0.9
"40151","Oklahoma",55315,3250,33.9,0.9
"40153","Oklahoma",55300,3713,36.1,0.7
"41001","Oregon",41098,1708,48.2,0.7
"41003","Oregon",49802,1596,32.7,0.4
"41005","Oregon",65965,1014,41.3,0.2
"41007","Oregon",46408,2755,43.9,0.4
"41009","Oregon",53179,2207,42.9,0.4
"41011","Oregon",38605,1445,48.1,0.3
"41013","Oregon",37106,3149,48.1,0.7
"41015","Oregon",40884,3055,54.6,0.4
"41017","Oregon",51223,1841,41.9,0.3
"41019","Oregon",41312,1316,46.9,0.3
"41021","Oregon",44293,4106,48.2,4
"41023","Oregon",38046,4595,51.1,0.7
"41025","Oregon",37580,2496,46.2,0.4
"41027","Oregon",55827,3214,39.4,0.6
"41029","Oregon",44028,1107,42.8,0.3
"41031","Oregon",46366,3506,39.9,0.8
"41033","Oregon",37665,1789,47.9,0.4
"41035","Oregon",40336,1774,42.5,0.4
"41037","Oregon",32369,4018,48.3,0.7
"41039","Oregon",44103,729,39.3,0.3
"41041","Oregon",42101,1209,50.4,0.3
"41043","Oregon",45644,1566,39.5,0.4
"41045","Oregon",35418,2923,36.1,0.4
"41047","Oregon",48432,1215,35.8,0.2
"41049","Oregon",50918,2042,37.4,1.2
"41051","Oregon",54102,784,36.5,0.1
"41053","Oregon",52821,1699,37.4,0.5
"41055","Oregon",38362,5362,49.8,1.4
"41057","Oregon",42581,2666,48,0.5
"41059","Oregon",48101,1992,36,0.3
"41061","Oregon",43822,2257,40,0.7
"41063","Oregon",40581,3918,52.2,0.6
"41065","Oregon",43422,2729,41,0.7
"41067","Oregon",66754,739,36.1,0.2
"41069","Oregon",33487,5978,56.5,2.7
"41071","Oregon",53423,2829,38.2,0.4
"42001","Pennsylvania",60356,1250,42.8,0.2
"42003","Pennsylvania",53040,530,40.9,0.1
"42005","Pennsylvania",44942,1297,45.6,0.2
"42007","Pennsylvania",50581,1184,44.8,0.1
"42009","Pennsylvania",45930,1345,45,0.2
"42011","Pennsylvania",55936,756,39.7,0.2
"42013","Pennsylvania",43981,1455,42.8,0.3
"42015","Pennsylvania",48987,1974,44.1,0.2
"42017","Pennsylvania",77568,1072,43,0.1
"42019","Pennsylvania",60934,1069,42.7,0.2
"42021","Pennsylvania",42107,941,44.4,0.2
"42023","Pennsylvania",39897,2691,49.9,0.4
"42025","Pennsylvania",49973,1462,45,0.2
"42027","Pennsylvania",52186,1466,30.3,0.2
"42029","Pennsylvania",85976,1256,40.1,0.2
"42031","Pennsylvania",42536,1453,40.3,0.5
"42033","Pennsylvania",42257,1051,43.9,0.3
"42035","Pennsylvania",45078,1980,38.1,0.4
"42037","Pennsylvania",45374,2104,40.1,0.4
"42039","Pennsylvania",44579,1114,42.4,0.2
"42041","Pennsylvania",61820,885,40.8,0.2
"42043","Pennsylvania",53754,1007,39.6,0.2
"42045","Pennsylvania",65123,953,38.9,0.2
"42047","Pennsylvania",46671,1990,46.4,0.5
"42049","Pennsylvania",45971,813,38.8,0.2
"42051","Pennsylvania",39636,1439,44.2,0.2
"42053","Pennsylvania",35533,2164,43.3,1.2
"42055","Pennsylvania",53916,1606,40.9,0.3
"42057","Pennsylvania",48311,2562,43.2,0.3
"42059","Pennsylvania",46661,2414,41.9,0.3
"42061","Pennsylvania",44396,1166,42.5,0.3
"42063","Pennsylvania",45195,1339,38.9,0.3
"42065","Pennsylvania",42903,1635,43.6,0.2
"42067","Pennsylvania",47398,1978,43,0.4
"42069","Pennsylvania",46271,814,42.3,0.2
"42071","Pennsylvania",57721,761,38.4,0.2
"42073","Pennsylvania",44571,1352,44.4,0.2
"42075","Pennsylvania",55499,1191,41.1,0.3
"42077","Pennsylvania",56117,1027,39.5,0.2
"42079","Pennsylvania",45897,895,42.9,0.2
"42081","Pennsylvania",47313,1237,41.4,0.3
"42083","Pennsylvania",43965,1272,42.4,0.4
"42085","Pennsylvania",44156,997,43.8,0.2
"42087","Pennsylvania",41288,1473,43.5,0.3
"42089","Pennsylvania",57365,2071,41.8,0.3
"42091","Pennsylvania",80675,836,41.1,0.1
"42093","Pennsylvania",54648,3219,42.9,0.6
"42095","Pennsylvania",60972,1027,41.8,0.2
"42097","Pennsylvania",42406,1185,43.8,0.2
"42099","Pennsylvania",57177,1979,42.1,0.3
"42101","Pennsylvania",38253,511,33.7,0.1
"42103","Pennsylvania",60180,3164,46,0.2
"42105","Pennsylvania",40654,1473,45.8,0.2
"42107","Pennsylvania",45535,1071,43.8,0.2
"42109","Pennsylvania",49917,1630,39.3,0.4
"42111","Pennsylvania",44587,1459,45.3,0.2
"42113","Pennsylvania",44189,2477,51.8,0.5
"42115","Pennsylvania",50477,1686,46.4,0.2
"42117","Pennsylvania",46494,1258,43,0.3
"42119","Pennsylvania",49803,1912,38.6,0.8
"42121","Pennsylvania",43644,1393,45.4,0.2
"42123","Pennsylvania",44020,1459,46.2,0.2
"42125","Pennsylvania",56450,949,44.2,0.2
"42127","Pennsylvania",49919,1649,46.5,0.2
"42129","Pennsylvania",52247,551,46.1,0.1
"42131","Pennsylvania",51004,2194,43.1,0.4
"42133","Pennsylvania",58269,741,40.7,0.2
"44001","Rhode Island",72458,3264,43.9,0.3
"44003","Rhode Island",64383,1384,43.5,0.2
"44005","Rhode Island",69526,4013,43.9,0.3
"44007","Rhode Island",49743,837,37.1,0.1
"44009","Rhode Island",72807,2018,43.3,0.3
"45001","South Carolina",34799,2097,43.3,0.6
"45003","South Carolina",45759,1313,40.9,0.3
"45005","South Carolina",25327,3046,38.7,1
"45007","South Carolina",42143,1065,40.5,0.3
"45009","South Carolina",31314,3035,40.3,0.6
"45011","South Carolina",34336,3102,39.8,0.9
"45013","South Carolina",57048,1508,42.8,0.3
"45015","South Carolina",52506,1116,35.3,0.1
"45017","South Carolina",43531,3232,45.3,0.5
"45019","South Carolina",53437,1055,36.5,0.2
"45021","South Carolina",35389,2199,38.8,0.5
"45023","South Carolina",31914,1775,41.2,0.4
"45025","South Carolina",32083,2142,41,0.5
"45027","South Carolina",33162,1766,42.8,0.4
"45029","South Carolina",32804,2734,41.7,0.5
"45031","South Carolina",35409,1934,40.8,0.4
"45033","South Carolina",28938,3514,37.8,0.7
"45035","South Carolina",54901,1488,35.8,0.1
"45037","South Carolina",46637,2684,42.1,0.3
"45039","South Carolina",36004,4051,44.1,0.4
"45041","South Carolina",42080,1211,38.2,0.3
"45043","South Carolina",42835,2695,47.5,0.3
"45045","South Carolina",50540,597,37.7,0.2
"45047","South Carolina",37060,1222,38.9,0.5
"45049","South Carolina",31410,1875,39.7,0.9
"45051","South Carolina",43299,1047,43,0.2
"45053","South Carolina",37141,2715,36.5,1
"45055","South Carolina",43622,2145,41.3,0.3
"45057","South Carolina",44016,1892,41.6,0.6
"45059","South Carolina",38515,1958,40.9,0.4
"45061","South Carolina",30954,2333,40.1,0.8
"45063","South Carolina",53857,869,38.5,0.2
"45065","South Carolina",38712,2855,51.9,0.4
"45067","South Carolina",29874,1865,39.5,0.5
"45069","South Carolina",30767,2641,39.4,0.5
"45071","South Carolina",40127,2476,40.9,0.5
"45073","South Carolina",41237,2057,44.3,0.3
"45075","South Carolina",34218,1148,38.7,0.5
"45077","South Carolina",41459,1182,35.4,0.2
"45079","South Carolina",49131,1255,32.7,0.1
"45081","South Carolina",38827,4459,41.2,0.7
"45083","South Carolina",43907,1122,38.2,0.2
"45085","South Carolina",41332,1214,35.8,0.2
"45087","South Carolina",34033,2943,43.5,0.4
"45089","South Carolina",28297,2230,41,0.8
"45091","South Carolina",54117,1394,37.9,0.2
"46003","South Dakota",48750,3117,41.8,3.2
"46005","South Dakota",46267,2209,39,1.1
"46007","South Dakota",42171,4116,29.4,1.3
"46009","South Dakota",45254,3268,42.9,1.3
"46011","South Dakota",50082,2006,26.4,0.4
"46013","South Dakota",53100,2170,38.1,0.6
"46015","South Dakota",49531,5291,40.8,1.2
"46017","South Dakota",31163,1883,25.9,2
"46019","South Dakota",41920,7479,39.9,1.3
"46021","South Dakota",45170,7787,49.6,2.8
"46023","South Dakota",43109,2451,37.3,0.6
"46025","South Dakota",49600,3039,44,1
"46027","South Dakota",36608,3292,25.2,0.5
"46029","South Dakota",48912,1934,38,0.6
"46031","South Dakota",31676,2633,29.8,0.1
"46033","South Dakota",52218,4269,52.8,0.6
"46035","South Dakota",49991,3149,38.4,1.2
"46037","South Dakota",39216,3496,48,0.6
"46039","South Dakota",53152,4607,44.6,0.9
"46041","South Dakota",37206,2865,29.1,0.3
"46043","South Dakota",52500,3625,48,0.7
"46045","South Dakota",56000,8993,46.1,2.5
"46047","South Dakota",45997,3494,52.4,0.6
"46049","South Dakota",43679,4030,46.9,8.1
"46051","South Dakota",51272,5217,44.8,0.5
"46053","South Dakota",37540,3223,47.5,0.6
"46055","South Dakota",41518,3284,48.3,6.9
"46057","South Dakota",58602,4393,36.1,0.7
"46059","South Dakota",47163,5138,48.8,1.6
"46061","South Dakota",60741,4576,35.5,0.5
"46063","South Dakota",52396,5105,37.6,6
"46065","South Dakota",59177,3940,39.4,1.3
"46067","South Dakota",45075,2524,45.6,0.7
"46069","South Dakota",51776,5731,47.4,3.5
"46071","South Dakota",45074,5487,30.5,1.1
"46073","South Dakota",53125,5756,47.5,2.3
"46075","South Dakota",35972,11547,51.6,3.7
"46077","South Dakota",53828,3762,46,0.6
"46079","South Dakota",54535,6019,41.9,0.7
"46081","South Dakota",45548,2643,41.5,0.8
"46083","South Dakota",76094,2244,33.8,0.3
"46085","South Dakota",43030,3622,35.5,0.4
"46087","South Dakota",56954,3335,42.8,0.9
"46089","South Dakota",36375,6595,52.1,1.8
"46091","South Dakota",51788,2505,42.6,0.7
"46093","South Dakota",52473,3785,36.2,0.8
"46095","South Dakota",30938,5580,32,2
"46097","South Dakota",44938,6739,43.5,4.5
"46099","South Dakota",53525,1260,34.8,0.1
"46101","South Dakota",52446,3176,40.7,0.7
"46102","South Dakota",26369,1616,25.1,0.3
"46103","South Dakota",50890,1394,37.1,0.3
"46105","South Dakota",39773,5541,49.9,1.8
"46107","South Dakota",46081,3339,52.5,1.3
"46109","South Dakota",48614,2719,39.2,0.6
"46111","South Dakota",50541,3855,46.8,3.2
"46115","South Dakota",48217,2714,43.8,0.7
"46117","South Dakota",56829,7749,40.1,3.8
"46119","South Dakota",60417,7889,44.6,3
"46121","South Dakota",31128,4700,23.9,0.4
"46123","South Dakota",37153,4351,46.4,0.7
"46125","South Dakota",53378,3315,44,0.3
"46127","South Dakota",64471,3778,40.8,0.7
"46129","South Dakota",43221,2732,44.9,0.8
